apartment_id,apartment_name,province,city_district,town,village,legal_dong_code,source_system,loaded_at_kst,profile_apartment_name,lot_address,road_address,sale_type,heating_type,management_type,hall_type,total_area_m2,management_area_m2,private_area_m2,building_count,household_count,households_under_60m2,households_60_to_85m2,households_85_to_135m2,households_over_135m2,approval_date,max_floor,basement_floor,construction_company,management_company,profile_available,profile_source_system,profile_loaded_at_kst,approval_year
A13593908,SH공사대치1단지,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,SH공사대치1단지,서울특별시 강남구 개포동 12 SH공사대치1단지,서울특별시 강남구 개포로109길 5,임대,지역난방,위탁관리,복도식,73357.0,67049.56,46586.33,8,1623,1623,0,0,0,1991-11-20,15,0,SH공사,남강개발,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1991
A13524006,개포2차 현대아파트,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,개포2차 현대아파트,서울특별시 강남구 개포동 654 개포2차 현대아파트,서울특별시 강남구 언주로 107,분양,지역난방,자치관리,계단식,92836.19,92376.66,75527.0,13,558,0,112,230,216,1986-01-31,9,1,현대산업개발(주),현대산업개발(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1986
A10023565,개포6차우성아파트,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,개포6차우성아파트,서울특별시 강남구 개포동 658-1 개포6차우성아파트,서울특별시 강남구 언주로 3,분양,개별난방,자치관리,계단식,22637.1,22637.1,20203.8,8,270,20,250,0,0,1987-11-21,5,0,우성건설,모름,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1987
A13580602,개포경남아파트,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,개포경남아파트,서울특별시 강남구 개포동 649 개포경남아파트,서울특별시 강남구 언주로 110,분양,지역난방,위탁관리,계단식,102480.0,94971.66,92546.465,9,678,0,3,387,288,1984-03-08,15,0,경남건설,경남건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1984
A13524009,개포대치2단지,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,개포대치2단지,서울특별시 강남구 개포동 12 개포대치2단지,서울특별시 강남구 개포로109길 9,분양,지역난방,위탁관리,복도식,105381.17,100905.94,71852.9,11,1753,1753,0,0,0,1992-10-14,15,0,성원건설.진덕산업주식회사,서울특별시도시개발공사,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1992
A10023996,개포더샵트리에,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,개포더샵트리에,서울특별시 강남구 개포동 651-1 개포더샵트리에,서울특별시 강남구 개포로 311,분양,지역난방,위탁관리,계단식,44951.176,31173.582,24877.8335,2,232,0,0,232,0,2021-12-01,16,3,포스코,개포우성9차모델링조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2021
A10024564,개포래미안포레스트,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,개포래미안포레스트,서울특별시 강남구 개포동 1282 개포래미안포레스트,서울특별시 강남구 개포로 264,혼합,지역난방,위탁관리,혼합식,422390.0,244894.45,178215.29,31,2296,900,905,458,33,2020-09-28,35,3,삼성물산(주),개포시영아파트 주택재건축 정비사업조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2020
A13524004,개포우성3차,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,개포우성3차,서울특별시 강남구 개포동 652 개포우성3차,서울특별시 강남구 개포로 307,분양,지역난방,자치관리,혼합식,63304.19,61064.234,53437.05,5,405,0,0,285,120,1984-12-31,15,1,우성건설,우성건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1984
A13580002,개포우성8차,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,개포우성8차,서울특별시 강남구 개포동 179 개포우성8차,서울특별시 강남구 개포로 411,분양,지역난방,위탁관리,혼합식,26745.86,26745.39,20759.85,3,261,0,261,0,0,1987-09-21,9,1,우성건설,영동전화국 주택조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1987
A13593901,개포자이아파트,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,개포자이아파트,서울특별시 강남구 개포동 12-2 개포자이아파트,서울특별시 강남구 개포로109길 69,분양,지역난방,자치관리,계단식,60358.78,38614.46,32275.48,4,212,0,0,84,128,2004-06-17,22,2,화엄건설(주),LG건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2004
A10023348,개포자이프레지던스,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,개포자이프레지던스,서울특별시 강남구 개포동 189 개포자이프레지던스,서울특별시 강남구 삼성로 14,혼합,지역난방,위탁관리,혼합식,641456.8,347743.75,263529.02,35,3375,1068,1848,457,2,2023-02-28,35,4,GS건설,개포주공4단지주택재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2023
A13599402,개포주공5단지,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,개포주공5단지,서울특별시 강남구 개포동 187 개포주공5단지,서울특별시 강남구 삼성로4길 17,분양,지역난방,위탁관리,복도식,93810.0,65959.9,65959.9,6,940,190,750,0,0,1983-10-26,14,1,대한주택공사,대우건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1983
A13599303,개포주공6단지,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,개포주공6단지,서울특별시 강남구 개포동 185 개포주공6단지,서울특별시 강남구 개포로 516,분양,지역난방,위탁관리,혼합식,94816.95,94577.76,73333.1,9,1060,220,840,0,0,1983-10-26,15,1,현대건설(주),대한주택공사,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1983
A13599301,개포주공7단지,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,개포주공7단지,서울특별시 강남구 개포동 185 개포주공7단지,서울특별시 강남구 개포로 516,분양,지역난방,자치관리,복도식,86506.7,86391.0,62938.8,8,900,180,720,0,0,1983-10-26,15,1,주택공사,주택공사,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1983
A13524005,개포현대1차,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,개포현대1차,서울특별시 강남구 개포동 653 개포현대1차,서울특별시 강남구 개포로 303,분양,지역난방,자치관리,계단식,68692.0,68330.57,60962.54,6,416,0,0,208,208,1984-04-20,13,1,현대산업개발(주),현대,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1984
A13580001,개포현대3차,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,개포현대3차,서울특별시 강남구 개포동 177 개포현대3차,서울특별시 강남구 개포로 409,분양,지역난방,위탁관리,계단식,33306.44,27194.512,27029.16,5,198,0,54,36,108,1986-03-31,9,0,현대건설(주),현대건설(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1986
A13594007,대청,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,대청,서울특별시 강남구 개포동 12 대청,서울특별시 강남구 개포로109길 21,분양,지역난방,위탁관리,복도식,56825.18,56825.0,40402.1,6,822,822,0,0,0,1992-10-14,15,0,삼익건설,도시개발공사,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1992
A10025203,디에이치 아너힐즈,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,디에이치 아너힐즈,서울특별시 강남구 개포동 138 디에이치 아너힐즈,서울특별시 강남구 삼성로 11,혼합,지역난방,위탁관리,혼합식,233596.98,142115.88,104224.24,23,1320,426,629,261,4,2019-08-29,33,3,현대건설,개포주공3단지주택재건축정비사업조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2019
A10022859,디에이치퍼스티어아이파크,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,디에이치퍼스티어아이파크,서울특별시 강남구 개포동 660-4 디에이치퍼스티어아이파크,서울특별시 강남구 개포로 310,혼합,지역난방,위탁관리,기타,1306341.1,748764.25,570729.28,74,0,0,0,0,0,2023-11-29,35,4,"현대산업개발, 현대건설","현대산업개발, 현대건설",True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2023
A10025675,래미안블레스티지,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,래미안블레스티지,서울특별시 강남구 개포동 1280 래미안블레스티지,서울특별시 강남구 선릉로 8,혼합,지역난방,위탁관리,계단식,362894.62,215906.78,160922.329,23,1957,661,780,511,5,2019-02-26,35,5,삼성물산,개포주공2단지주택재건축정비사업조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2019
A40010008,한국감정원1,서울특별시,강남구,개포동,,1168010300,K-APT,2026-07-19T10:00:33+09:00,,,,,,,,,,,,,,,,,,,,,,False,,,
A10024035,강남파라곤,서울특별시,강남구,논현동,,1168010800,K-APT,2026-07-19T10:00:33+09:00,강남파라곤,서울특별시 강남구 논현동 241-1 강남파라곤,서울특별시 강남구 학동로 338,분양,개별난방,위탁관리,계단식,40008.92,9415.52,12959.56,1,0,0,0,0,0,2007-01-30,20,6,동양건설산업(주),(주)SG개발,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2007
A13501008,거평,서울특별시,강남구,논현동,,1168010800,K-APT,2026-07-19T10:00:33+09:00,거평,서울특별시 강남구 논현동 196 거평,서울특별시 강남구 강남대로112길 41,분양,개별난방,자치관리,복도식,8905.0,8904.504,4125.675,1,113,113,0,0,0,1996-09-03,1,3,거평건설,거평건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1996
A10022476,논현 e편한세상,서울특별시,강남구,논현동,,1168010800,K-APT,2026-07-19T10:00:33+09:00,논현 e편한세상,서울특별시 강남구 논현동 195-1 논현 e편한세상,서울특별시 강남구 봉은사로11길 12,분양,개별난방,위탁관리,복도식,0.0,6235.131,6235.1307,1,64,0,31,32,1,2005-07-20,11,2,삼호,삼우 남서울 재건축 조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2005
A10024501,논현 기린힐스,서울특별시,강남구,논현동,,1168010800,K-APT,2026-07-19T10:00:33+09:00,논현 기린힐스,서울특별시 강남구 논현동 130-9 논현 기린힐스,서울특별시 강남구 논현로 661,임대,개별난방,위탁관리,복도식,18561.23,14888.25,4600.56,1,249,249,0,0,0,2020-10-30,15,0,대림건설,기린건축,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2020
A13583301,논현동부센트레빌,서울특별시,강남구,논현동,,1168010800,K-APT,2026-07-19T10:00:33+09:00,논현동부센트레빌,서울특별시 강남구 논현동 275 논현동부센트레빌,서울특별시 강남구 언주로116길 6,분양,개별난방,위탁관리,계단식,30443.0,19496.8,15710.4068,4,160,0,76,84,0,2003-12-24,23,3,동부건설,양지아파트재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2003
A13582002,논현동현,서울특별시,강남구,논현동,,1168010800,K-APT,2026-07-19T10:00:33+09:00,논현동현,서울특별시 강남구 논현동 105 논현동현,서울특별시 강남구 언주로146길 18,분양,지역난방,자치관리,계단식,69396.0,68130.41,53853.76,6,548,0,380,120,48,1985-08-03,14,0,동산토건(주),동산토건(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1985
A10024457,논현두산2차아파트,서울특별시,강남구,논현동,,1168010800,K-APT,2026-07-19T10:00:33+09:00,논현두산2차아파트,서울특별시 강남구 논현동 258 논현두산2차아파트,서울특별시 강남구 언주로122길 25,분양,개별난방,위탁관리,계단식,15036.0,15035.5,11817.764,2,136,0,108,28,0,2004-06-30,14,2,두산산업개발(주),두산산업개발(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2004
A13501005,논현두산위브1단지,서울특별시,강남구,논현동,,1168010800,K-APT,2026-07-19T10:00:33+09:00,논현두산위브1단지,서울특별시 강남구 논현동 252-1 논현두산위브1단지,서울특별시 강남구 학동로46길 38,분양,개별난방,위탁관리,계단식,22970.43,14733.15,11621.9,2,130,0,108,22,0,2004-06-30,14,2,두산건설,양우재건축조합 아파트,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2004
A13501004,논현신동아,서울특별시,강남구,논현동,,1168010800,K-APT,2026-07-19T10:00:33+09:00,논현신동아,서울특별시 강남구 논현동 22 논현신동아,서울특별시 강남구 강남대로146길 28,분양,개별난방,위탁관리,혼합식,58817.0,58768.27,45646.06,6,644,273,219,152,0,1997-07-04,13,3,신동아건설,논현동공무원아파트재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1997
A13501007,논현쌍용,서울특별시,강남구,논현동,,1168010800,K-APT,2026-07-19T10:00:33+09:00,논현쌍용,서울특별시 강남구 논현동 103 논현쌍용,서울특별시 강남구 도산대로50길 43,분양,개별난방,자치관리,복도식,14387.87,8108.13,8108.13,1,111,47,64,0,0,1996-07-24,12,2,남광토건,학동연립재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1996
A10022330,논현우민아파트,서울특별시,강남구,논현동,,1168010800,K-APT,2026-07-19T10:00:33+09:00,논현우민아파트,서울특별시 강남구 논현동 107-44 논현우민아파트,서울특별시 강남구 언주로136길 21,분양,개별난방,위탁관리,계단식,0.0,5259.32,5259.874,1,70,0,70,0,0,2002-08-12,0,0,우민산업개발(주),우민산업개발(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2002
A13501001,동양파라곤,서울특별시,강남구,논현동,,1168010800,K-APT,2026-07-19T10:00:33+09:00,동양파라곤,서울특별시 강남구 논현동 245 동양파라곤,서울특별시 강남구 언주로130길 30,분양,개별난방,위탁관리,계단식,70291.12,42833.05,35547.31,4,203,0,0,0,203,2004-06-02,16,3,동양고속건설주식회사,동양고속건설주식회사,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2004
A13572601,동화히스토리,서울특별시,강남구,논현동,,1168010800,K-APT,2026-07-19T10:00:33+09:00,동화히스토리,서울특별시 강남구 논현동 122-8 동화히스토리,서울특별시 강남구 학동로4길 15,임대,개별난방,자치관리,복도식,21747.54,6750.76,6738.76,1,239,236,0,1,2,2012-08-17,11,0,한신공영개발(주),동화상가(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2012
A10023129,리스트강남,서울특별시,강남구,논현동,,1168010800,K-APT,2026-07-19T10:00:33+09:00,리스트강남,서울특별시 강남구 논현동 202-7 리스트강남,서울특별시 강남구 봉은사로 125,임대,중앙난방,위탁관리,복도식,17532.39,13510.38,5297.74,1,297,297,0,0,0,2022-04-06,15,6,동원건설,(주)브이홀딩스,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2022
A13501002,마일스디오빌,서울특별시,강남구,논현동,,1168010800,K-APT,2026-07-19T10:00:33+09:00,마일스디오빌,서울특별시 강남구 논현동 58-2 마일스디오빌,서울특별시 강남구 학동로 165,분양,개별난방,위탁관리,복도식,21243.52,12033.06,9435.4,1,260,260,0,0,0,2004-11-26,15,4,대우건설,대우건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2004
A10021034,브라이튼N40,서울특별시,강남구,논현동,,1168010800,K-APT,2026-07-19T10:00:33+09:00,브라이튼N40,서울특별시 강남구 논현동 40- 브라이튼N40,서울특별시 강남구 논현로131길 44,분양,개별난방+기타,위탁관리,계단식,42945.863,23487.502,19477.0066,1,148,0,33,57,58,2022-06-10,1,0,(주)포스코건설,(주)신영,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2022
A10023245,선정릉역 모아엘가퍼스트홈,서울특별시,강남구,논현동,,1168010800,K-APT,2026-07-19T10:00:33+09:00,선정릉역 모아엘가퍼스트홈,서울특별시 강남구 논현동 278-4 선정릉역 모아엘가퍼스트홈,,임대,개별난방,위탁관리,복도식,18986.0,8939.08,5402.02,1,283,283,0,0,0,2023-01-13,15,6,혜림건설(주),(주)삼조디앤씨,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2023
A13501006,아크로힐스논현,서울특별시,강남구,논현동,,1168010800,K-APT,2026-07-19T10:00:33+09:00,아크로힐스논현,서울특별시 강남구 논현동 276 아크로힐스논현,서울특별시 강남구 언주로 604,혼합,지역난방,위탁관리,기타,74812.0,33208.0,33279.96,4,368,34,222,112,0,2014-12-08,30,3,대림산업(주),경복아파트주택재건축정비사업조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2014
A10020220,펜트힐 캐스케이드,서울특별시,강남구,논현동,,1168010800,K-APT,2026-07-19T10:00:33+09:00,펜트힐 캐스케이드,서울특별시 강남구 논현동 106- 펜트힐 캐스케이드,서울특별시 강남구 언주로 720,분양,중앙난방,위탁관리,복도식,13651.948,13651.948,5799.24,1,0,0,0,0,0,2023-02-28,18,7,롯데건설(주),(주)유림,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2023
A13528105,개포1차2차우성,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,개포1차2차우성,서울특별시 강남구 대치동 500- 개포1차2차우성,서울특별시 강남구 선릉로 120,분양,중앙난방,위탁관리,계단식,174159.47,163240.2,139828.2,14,0,0,0,0,0,1983-12-17,15,0,우성건설,우성건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1983
A10024799,대치1차현대아파트,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,대치1차현대아파트,서울특별시 강남구 대치동 992 대치1차현대아파트,서울특별시 강남구 영동대로57길 28,분양,중앙난방,위탁관리,계단식,13420.37,10121.7,10121.7,1,120,0,120,0,0,1990-04-19,15,1,현대산업개발,현대산업개발,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1990
A10026924,대치SK VIEW,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,대치SK VIEW,서울특별시 강남구 대치동 1029 대치SK VIEW,서울특별시 강남구 삼성로51길 25,분양,지역난방,위탁관리,계단식,49011.598,28926.182,22079.96,4,239,4,104,131,0,2017-06-20,20,2,에스케이건설(주),대치국제아파트주택재건축정비사업조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2017
A13528001,대치대우아이빌4차,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,대치대우아이빌4차,서울특별시 강남구 대치동 891-23 대치대우아이빌4차,서울특별시 강남구 선릉로90길 56,분양,개별난방,위탁관리,복도식,25696.74,9534.3,7303.65,1,210,210,0,0,0,2004-02-23,11,3,대우건설,"맘모스산업개발,k2Enc",True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2004
A13528103,대치동부센트레빌,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,대치동부센트레빌,서울특별시 강남구 대치동 670 대치동부센트레빌,서울특별시 강남구 선릉로 206,분양,지역난방,위탁관리,계단식,212324.7,142942.4,116079.77,7,805,0,0,198,607,2005-01-28,29,2,동부건설,대치주공고층아파트재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2005
A10024821,대치롯데캐슬아파트,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,대치롯데캐슬아파트,서울특별시 강남구 대치동 893 대치롯데캐슬아파트,서울특별시 강남구 삼성로85길 11,분양,지역난방,위탁관리,계단식,28178.0,20185.09,15531.47,3,142,0,16,111,15,2002-08-29,0,2,주)롯데건설,대치동 동아2차아파트 재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2002
A10024102,대치르엘,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,대치르엘,서울특별시 강남구 대치동 977 대치르엘,서울특별시 강남구 도곡로93길 23,혼합,개별난방,위탁관리,계단식,46659.0,26270.598,39483.5626,6,0,0,0,0,0,2021-09-17,15,3,롯데건설,대치제2지구재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2021
A13528004,대치미도맨션,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,대치미도맨션,서울특별시 강남구 대치동 511 대치미도맨션,서울특별시 강남구 삼성로 150,분양,지역난방,자치관리,혼합식,362381.0,362365.1,300674.92,21,2436,2,281,1235,918,1983-11-28,14,1,한보주택(주),한보주택(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1983
A13528003,대치삼성,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,대치삼성,서울특별시 강남구 대치동 1014-3 대치삼성,서울특별시 강남구 도곡로78길 22,분양,지역난방,위탁관리,혼합식,142506.5,83158.74,83135.34,14,960,249,192,519,0,2000-07-31,25,2,삼성물산,삼성물산,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2000
A13583604,대치선경,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,대치선경,서울특별시 강남구 대치동 506 대치선경,서울특별시 강남구 삼성로 151,분양,중앙난방,위탁관리,계단식,148926.3,148926.0,127404.64,12,1034,0,121,487,426,1983-12-12,15,0,선경건설,선경건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1983
A13583402,대치쌍용2차,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,대치쌍용2차,서울특별시 강남구 대치동 65 대치쌍용2차,서울특별시 강남구 영동대로 220,분양,지역난방,위탁관리,계단식,47180.0,47180.0,38878.84,4,364,0,3,361,0,1983-11-30,14,0,쌍용건설,쌍용건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1983
A13528102,대치아이파크,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,대치아이파크,서울특별시 강남구 대치동 888 대치아이파크,서울특별시 강남구 선릉로 222,분양,지역난방,위탁관리,계단식,147441.7,99275.76,78559.1,11,768,150,238,236,144,2008-06-03,25,2,현대산업개발,대치도곡제2아파트재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2008
A13583403,대치우성1차아파트,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,대치우성1차아파트,서울특별시 강남구 대치동 63 대치우성1차아파트,서울특별시 강남구 영동대로 230,분양,지역난방,위탁관리,계단식,57097.18,57097.18,48099.24,6,476,0,1,475,0,1984-01-27,14,1,(주)우성건설,(주)우성건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1984
A13584101,대치포스코더샵,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,대치포스코더샵,서울특별시 강남구 대치동 902 대치포스코더샵,서울특별시 강남구 삼성로 417,분양,지역난방,위탁관리,계단식,72318.86,51829.2,41857.92,4,276,0,0,0,276,2004-09-30,22,2,포스코건설,동아1차재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2004
A10023162,대치푸르지오써밋,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,대치푸르지오써밋,서울특별시 강남구 대치동 963 대치푸르지오써밋,서울특별시 강남구 삼성로72길 12,혼합,지역난방,위탁관리,계단식,90601.59,39350.54,39350.09,9,489,170,220,97,2,2023-06-05,18,3,대우건설(주),대치동 제1지구 주택재건축정비사업조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2023
A10026526,대치풍림아이원3.4차아파트,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,대치풍림아이원3.4차아파트,서울특별시 강남구 대치동 1007-1 대치풍림아이원3.4차아파트,서울특별시 강남구 영동대로72길 10,분양,개별난방,자치관리,계단식,14606.0,10075.0,8440.75,2,75,0,0,75,0,2004-06-30,15,2,풍림산업,풍림산업,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2004
A10025646,대치풍림아이원아파트 1.2단지,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,대치풍림아이원아파트 1.2단지,서울특별시 강남구 대치동 910-6 대치풍림아이원아파트 1.2단지,서울특별시 강남구 역삼로 436,분양,개별난방,위탁관리,계단식,14047.58,14047.58,2590.96,5,19,0,0,11,8,2003-08-28,7,1,풍림건설,풍림건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2003
A13583701,대치현대,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,대치현대,서울특별시 강남구 대치동 974 대치현대,서울특별시 강남구 삼성로64길 5,분양,지역난방,위탁관리,혼합식,91401.35,67051.73,49312.64,8,630,286,203,141,0,1999-06-14,24,3,현대건설(주),신해청재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1999
A13528008,대치효성,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,대치효성,서울특별시 강남구 대치동 988-4 대치효성,서울특별시 강남구 삼성로64길 12,,,기타,,0.0,0.0,6190.34,1,83,34,49,0,0,,1,0,,,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,
A10020486,디에이치 대치 에델루이아파트,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,디에이치 대치 에델루이아파트,서울특별시 강남구 대치동 964 디에이치 대치 에델루이아파트,서울특별시 강남구 역삼로 532,혼합,지역난방,위탁관리,계단식,55880.75,30232.49,22977.74,8,0,0,0,0,0,2025-08-08,16,4,현대건설,대치동 구마을 제3지구 주택재건축 정비사업 조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2025
A10027800,래미안 대치 팰리스,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,래미안 대치 팰리스,서울특별시 강남구 대치동 633 래미안 대치 팰리스,서울특별시 강남구 삼성로57길 37-3,혼합,지역난방,위탁관리,계단식,350168.38,203390.98,154173.87,17,1608,54,447,1011,96,2015-09-22,35,4,삼성물산,청실아파트 재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2015
A13528007,래미안대치하이스턴,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,래미안대치하이스턴,서울특별시 강남구 대치동 985 래미안대치하이스턴,서울특별시 강남구 도곡로93길 12,분양,지역난방,위탁관리,계단식,69009.08,50474.84,39078.06,5,354,0,0,354,0,1989-12-06,16,2,삼성물산주식회사,우성2차리모델링주택조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1989
A10024815,롯데캐슬리베아파트,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,롯데캐슬리베아파트,서울특별시 강남구 대치동 1025 롯데캐슬리베아파트,서울특별시 강남구 도곡로 404,분양,지역난방,위탁관리,계단식,29743.0,21421.44,17436.8736,2,144,0,0,144,0,2008-02-22,18,0,롯데건설,롯데건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2008
A13583404,쌍용대치1차,서울특별시,강남구,대치동,,1168010600,K-APT,2026-07-19T10:00:33+09:00,쌍용대치1차,서울특별시 강남구 대치동 66 쌍용대치1차,서울특별시 강남구 영동대로 210,분양,지역난방,위탁관리,계단식,86082.54,86082.54,71144.4,5,630,0,1,272,357,1983-03-07,15,0,쌍용건설,쌍용건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1983
