apartment_id,apartment_name,province,city_district,town,village,legal_dong_code,source_system,loaded_at_kst,profile_apartment_name,lot_address,road_address,sale_type,heating_type,management_type,hall_type,total_area_m2,management_area_m2,private_area_m2,building_count,household_count,households_under_60m2,households_60_to_85m2,households_85_to_135m2,households_over_135m2,approval_date,max_floor,basement_floor,construction_company,management_company,profile_available,profile_source_system,profile_loaded_at_kst,approval_year
A13009003,브라운스톤휘경,서울특별시,동대문구,휘경동,,1123010900,K-APT,2026-07-19T10:00:33+09:00,브라운스톤휘경,서울특별시 동대문구 휘경동 368 브라운스톤휘경,서울특별시 동대문구 망우로20길 86,혼합,개별난방,위탁관리,계단식,62745.0,43035.99,33008.82,8,451,216,176,59,0,2013-10-25,15,2,이수건설,휘경 제4구역 주택조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2013
A10024244,서울휘경행복주택,서울특별시,동대문구,휘경동,,1123010900,K-APT,2026-07-19T10:00:33+09:00,서울휘경행복주택,서울특별시 동대문구 휘경동 376 서울휘경행복주택,서울특별시 동대문구 장안벚꽃로 317,임대,개별난방,위탁관리,복도식,7015.0,7000.0,2994.0,1,200,200,0,0,0,2021-06-14,7,1,서한건설,서한건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2021
A10024082,이문휘경지웰에스테이트아파트,서울특별시,동대문구,휘경동,,1123010900,K-APT,2026-07-19T10:00:33+09:00,이문휘경지웰에스테이트아파트,서울특별시 동대문구 휘경동 377 이문휘경지웰에스테이트아파트,서울특별시 동대문구 외대역동로 63-12,분양,개별난방,위탁관리,혼합식,16028.0,9829.944,5938.54,2,313,313,0,0,0,2021-08-27,20,3,(주)신영건설,에이치앤에이,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2021
A10023368,회기역 하트리움,서울특별시,동대문구,휘경동,,1123010900,K-APT,2026-07-19T10:00:33+09:00,회기역 하트리움,서울특별시 동대문구 휘경동 380 회기역 하트리움,서울특별시 동대문구 망우로 46,임대,중앙난방,위탁관리,복도식,35450.617,35450.617,14430.367,2,582,582,0,0,0,2023-01-20,24,3,(주)두진건설,(주)두진,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2023
A13077702,휘경 미소지움아파트,서울특별시,동대문구,휘경동,,1123010900,K-APT,2026-07-19T10:00:33+09:00,휘경 미소지움아파트,서울특별시 동대문구 휘경동 106 휘경 미소지움아파트,서울특별시 동대문구 망우로 105,분양,개별난방,위탁관리,혼합식,50115.0,34620.336,26182.44,5,345,189,100,56,0,1999-08-31,25,2,신성건설,신성건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1999
A10025015,휘경 해모로 프레스티지 아파트,서울특별시,동대문구,휘경동,,1123010900,K-APT,2026-07-19T10:00:33+09:00,휘경 해모로 프레스티지 아파트,서울특별시 동대문구 휘경동 243 휘경 해모로 프레스티지 아파트,서울특별시 동대문구 외대역동로1길 60-3,혼합,개별난방,위탁관리,혼합식,40857.34,27512.02,20026.65,6,299,185,114,0,0,2021-03-15,20,2,한진중공업(주),휘경제1정비촉진구역 주택재개발정비사업조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2021
A10025410,휘경SK뷰아파트,서울특별시,동대문구,휘경동,,1123010900,K-APT,2026-07-19T10:00:33+09:00,휘경SK뷰아파트,서울특별시 동대문구 휘경동 128-12 휘경SK뷰아파트,서울특별시 동대문구 휘경로 60,혼합,개별난방,위탁관리,혼합식,133637.19,84850.76,62091.8,8,900,489,355,56,0,2019-06-18,29,3,SK건설,휘경2 재정비촉진구역 주택재개발 사업조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2019
A13009001,휘경동양1.2차,서울특별시,동대문구,휘경동,,1123010900,K-APT,2026-07-19T10:00:33+09:00,휘경동양1.2차,서울특별시 동대문구 휘경동 115 휘경동양1.2차,서울특별시 동대문구 망우로 135,분양,개별난방,위탁관리,혼합식,698653.44,52771.98,40113.019,4,490,161,227,102,0,2000-05-27,19,2,동양메이져(주),동양메이져(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2000
A13009206,휘경동일스위트리버,서울특별시,동대문구,휘경동,,1123010900,K-APT,2026-07-19T10:00:33+09:00,휘경동일스위트리버,서울특별시 동대문구 휘경동 366 휘경동일스위트리버,서울특별시 동대문구 한천로 300,분양,개별난방,위탁관리,계단식,68345.0,47304.91,36703.448,9,445,103,300,42,0,2007-05-18,23,2,(주)동일,(주)동일,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2007
A13009202,휘경동일하이빌,서울특별시,동대문구,휘경동,,1123010900,K-APT,2026-07-19T10:00:33+09:00,휘경동일하이빌,서울특별시 동대문구 휘경동 365 휘경동일하이빌,서울특별시 동대문구 장안벚꽃로5길 10,분양,개별난방,위탁관리,계단식,33352.0,24520.707,19716.628,7,216,56,52,108,0,2005-10-05,15,1,(주)동일토건,휘경49재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2005
A13077703,휘경롯데1차,서울특별시,동대문구,휘경동,,1123010900,K-APT,2026-07-19T10:00:33+09:00,휘경롯데1차,서울특별시 동대문구 휘경동 78 휘경롯데1차,서울특별시 동대문구 망우로 95,분양,개별난방,위탁관리,혼합식,36760.27,27217.57,20508.54,2,265,114,121,30,0,2000-08-25,19,2,롯데건설(주),롯데건설(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2000
A13009101,휘경롯데낙천대,서울특별시,동대문구,휘경동,,1123010900,K-APT,2026-07-19T10:00:33+09:00,휘경롯데낙천대,서울특별시 동대문구 휘경동 109 휘경롯데낙천대,서울특별시 동대문구 외대역동로1길 24,분양,개별난방,위탁관리,계단식,40606.0,27275.59,21791.57,2,239,38,104,97,0,2003-07-15,19,2,(주)롯데건설,휘경15통재건축주택조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2003
A13087405,휘경베스트빌현대,서울특별시,동대문구,휘경동,,1123010900,K-APT,2026-07-19T10:00:33+09:00,휘경베스트빌현대,서울특별시 동대문구 휘경동 52 휘경베스트빌현대,서울특별시 동대문구 장안벚꽃로5길 19,분양,개별난방,위탁관리,혼합식,51869.02,39847.4,29953.84,3,372,176,104,92,0,2000-05-15,26,0,현대건설(주),관성아파트재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2000
A13087401,휘경서울가든,서울특별시,동대문구,휘경동,,1123010900,K-APT,2026-07-19T10:00:33+09:00,휘경서울가든,서울특별시 동대문구 휘경동 49-5 휘경서울가든,서울특별시 동대문구 겸재로 24,분양,개별난방,자치관리,복도식,17646.36,17437.0,13309.17,1,160,0,30,130,0,1985-12-03,10,1,삼익건설(주),동대문구,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1985
A13078301,휘경센트레빌,서울특별시,동대문구,휘경동,,1123010900,K-APT,2026-07-19T10:00:33+09:00,휘경센트레빌,서울특별시 동대문구 휘경동 367 휘경센트레빌,서울특별시 동대문구 외대역동로 14,혼합,개별난방,위탁관리,계단식,47907.77,24608.38,24608.38,5,297,51,187,59,0,2011-09-29,25,2,동부건설,동부건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2011
A10020570,휘경자이디센시아,서울특별시,동대문구,휘경동,,1123010900,K-APT,2026-07-19T10:00:33+09:00,휘경자이디센시아,서울특별시 동대문구 휘경동 172 휘경자이디센시아,서울특별시 동대문구 외대역동로 63-27,혼합,개별난방+기타,위탁관리,혼합식,223603.66,146431.98,107256.09,14,0,0,0,0,0,2025-06-26,35,3,GS건설(주),휘경3재정비촉진구역 주택재개발정비사업 조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2025
A13009002,휘경주공1단지,서울특별시,동대문구,휘경동,,1123010900,K-APT,2026-07-19T10:00:33+09:00,휘경주공1단지,서울특별시 동대문구 휘경동 57 휘경주공1단지,서울특별시 동대문구 한천로 248,분양,개별난방,위탁관리,계단식,211420.0,151660.53,116449.09,13,1224,0,800,424,0,2001-11-15,25,2,대한주택공사,"서한,신동아,두산",True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2001
A13087407,휘경주공2단지,서울특별시,동대문구,휘경동,,1123010900,K-APT,2026-07-19T10:00:33+09:00,휘경주공2단지,서울특별시 동대문구 휘경동 57 휘경주공2단지,서울특별시 동대문구 한천로 248,분양,개별난방,위탁관리,복도식,81686.27,81686.164,39781.73,7,800,800,0,0,0,2001-11-15,25,2,LH공사,LH공사,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2001
A10027101,휘경현대아파트,서울특별시,동대문구,휘경동,,1123010900,K-APT,2026-07-19T10:00:33+09:00,휘경현대아파트,서울특별시 동대문구 휘경동 363 휘경현대아파트,,분양,개별난방,위탁관리,계단식,17057.0,12395.99,12395.99,3,146,0,146,0,0,1992-12-05,15,1,현대건설,연합직장조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1992
A15605001,노량진삼익,서울특별시,동작구,노량진동,,1159010100,K-APT,2026-07-19T10:00:33+09:00,노량진삼익,서울특별시 동작구 노량진동 330 노량진삼익,서울특별시 동작구 만양로 84,분양,개별난방,위탁관리,복도식,34982.89,17845.23,12709.96,1,175,82,93,0,0,2001-07-11,19,3,주-삼익,주-삼익,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2001
A15605003,노량진쌍용예가,서울특별시,동작구,노량진동,,1159010100,K-APT,2026-07-19T10:00:33+09:00,노량진쌍용예가,서울특별시 동작구 노량진동 332 노량진쌍용예가,서울특별시 동작구 장승배기로16길 134,분양,개별난방,위탁관리,혼합식,49333.84,31281.0,23774.055,5,299,118,136,45,0,2010-08-26,15,3,쌍용건설(주),노량진1구역재개발정비사업조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2010
A15605002,노량진우성,서울특별시,동작구,노량진동,,1159010100,K-APT,2026-07-19T10:00:33+09:00,노량진우성,서울특별시 동작구 노량진동 323 노량진우성,서울특별시 동작구 만양로8길 50,분양,중앙난방,위탁관리,혼합식,127834.08,104876.19,81597.06,7,901,255,358,288,0,1997-12-16,18,2,본동 제2-1 재개발조합,본동 제2-1 재개발조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1997
A10022416,더써밋타워,서울특별시,동작구,노량진동,,1159010100,K-APT,2026-07-19T10:00:33+09:00,더써밋타워,서울특별시 동작구 노량진동 54-4 더써밋타워,서울특별시 동작구 장승배기로 174,임대,개별난방,위탁관리,복도식,13907.0,12120.29,7677.8,1,299,299,0,0,0,2024-03-29,27,2,강남건영(주),코레이트노량진역청년주택전문투자형사모부동산투자 유한회사,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2024
A10024524,더클래식동작,서울특별시,동작구,노량진동,,1159010100,K-APT,2026-07-19T10:00:33+09:00,더클래식동작,서울특별시 동작구 노량진동 37-1 더클래식동작,서울특별시 동작구 노량진로8길 55,임대,개별난방,위탁관리,복도식,8517.85,7342.24,4372.64,1,272,272,0,0,0,2020-11-17,18,2,강남건영,더클래식동작,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2020
A15603205,상도건영,서울특별시,동작구,노량진동,,1159010100,K-APT,2026-07-19T10:00:33+09:00,상도건영,서울특별시 동작구 노량진동 324 상도건영,서울특별시 동작구 만양로 26,분양,중앙난방,위탁관리,혼합식,142301.19,93417.32,71696.86,6,824,162,340,322,0,1997-09-12,18,0,(주)건영,본동2구역주택재개발조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1997
A15605103,신동아리버파크,서울특별시,동작구,노량진동,,1159010100,K-APT,2026-07-19T10:00:33+09:00,신동아리버파크,서울특별시 동작구 노량진동 325 신동아리버파크,서울특별시 동작구 만양로 19,분양,중앙난방,위탁관리,혼합식,240235.69,193621.6,149877.5,7,1696,386,786,524,0,2001-02-15,28,2,신동아건설(주),신동아건설(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2001
A15676701,신동아리버파크제2관리사무소,서울특별시,동작구,노량진동,,1159010100,K-APT,2026-07-19T10:00:33+09:00,신동아리버파크제2관리사무소,서울특별시 동작구 노량진동 326 신동아리버파크제2관리사무소,서울특별시 동작구 만양로 19,임대,개별난방,위탁관리,복도식,54276.78,54256.16,30303.0,3,925,925,0,0,0,2001-02-15,25,0,신동아,상도제1구역 재개발조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2001
A10023966,어바니엘한강,서울특별시,동작구,노량진동,,1159010100,K-APT,2026-07-19T10:00:33+09:00,어바니엘한강,서울특별시 동작구 노량진동 333 어바니엘한강,,임대,개별난방,위탁관리,계단식,14680.19,5425.34,10850.68,1,0,0,0,0,0,2018-07-24,19,3,(주)이테크건설,(주)마스턴제14호,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2018
A10020222,힐스테이트장승배기역,서울특별시,동작구,노량진동,,1159010100,K-APT,2026-07-19T10:00:33+09:00,힐스테이트장승배기역,서울특별시 동작구 노량진동 328 힐스테이트장승배기역,서울특별시 동작구 상도로 195,혼합,개별난방,위탁관리,계단식,71600.99,35478.43,25141.239,3,0,0,0,0,0,2026-02-13,29,6,현대엔지니어링,상도현대메트로센터파크지역주택조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2026
A10022093,골든노블레스,서울특별시,동작구,대방동,,1159010800,K-APT,2026-07-19T10:00:33+09:00,골든노블레스,서울특별시 동작구 대방동 403-16 골든노블레스,서울특별시 동작구 상도로 36,임대,개별난방,위탁관리,복도식,5142.0,4055.84,2201.71,1,110,110,0,0,0,2023-11-24,14,2,크라운종합건설,이영희,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2023
A15602007,대방1차e편한세상,서울특별시,동작구,대방동,,1159010800,K-APT,2026-07-19T10:00:33+09:00,대방1차e편한세상,서울특별시 동작구 대방동 508 대방1차e편한세상,서울특별시 동작구 알마타길 37,분양,개별난방,위탁관리,계단식,85252.95,64450.47,51350.88,7,609,0,609,0,0,2003-06-28,24,3,대림산업,대림산업,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2003
A10022384,대방2차e편한세상아파트,서울특별시,동작구,대방동,,1159010800,K-APT,2026-07-19T10:00:33+09:00,대방2차e편한세상아파트,서울특별시 동작구 대방동 507- 대방2차e편한세상아파트,서울특별시 동작구 알마타길 53,분양,개별난방,위탁관리,계단식,21197.0,16032.0,13163.7,1,100,0,0,100,0,2003-06-27,18,2,대림산업,대림산업,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2003
A15681104,대방2차현대,서울특별시,동작구,대방동,,1159010800,K-APT,2026-07-19T10:00:33+09:00,대방2차현대,서울특별시 동작구 대방동 506 대방2차현대,서울특별시 동작구 알마타길 58,분양,개별난방,위탁관리,혼합식,37875.62,30146.96,23133.7,5,278,134,84,38,22,1999-12-09,19,2,현대건설,주택조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1999
A15602001,대방경남아너스빌,서울특별시,동작구,대방동,,1159010800,K-APT,2026-07-19T10:00:33+09:00,대방경남아너스빌,서울특별시 동작구 대방동 512 대방경남아너스빌,서울특별시 동작구 여의대방로54길 6,분양,개별난방,자치관리(직영),계단식,25144.49,16852.08,13822.033,2,163,0,163,0,0,2006-03-27,15,2,경남기업,대방시범아파트재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2006
A15681110,대방대림,서울특별시,동작구,대방동,,1159010800,K-APT,2026-07-19T10:00:33+09:00,대방대림,서울특별시 동작구 대방동 501 대방대림,서울특별시 동작구 여의대방로44길 10,분양,중앙난방,위탁관리,혼합식,241528.06,200089.5,153829.8,14,1628,570,570,298,190,1993-11-20,19,1,대림산업(주),대림산업(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1993
A10023859,대방동신일해피트리 아파트,서울특별시,동작구,대방동,,1159010800,K-APT,2026-07-19T10:00:33+09:00,대방동신일해피트리 아파트,서울특별시 동작구 대방동 510 대방동신일해피트리 아파트,서울특별시 동작구 여의대방로62길 7,분양,개별난방,위탁관리,계단식,11248.598,10591.88,8078.071,2,130,118,12,0,0,2005-11-25,19,2,신일건설주식회사,(주)신일,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2005
A15681105,대방성원,서울특별시,동작구,대방동,,1159010800,K-APT,2026-07-19T10:00:33+09:00,대방성원,서울특별시 동작구 대방동 500 대방성원,서울특별시 동작구 여의대방로44길 9,분양,개별난방,위탁관리,계단식,54733.93,41063.84,41063.84,3,487,0,487,0,0,1994-01-15,26,0,성원건설,성원건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1994
A15681103,대방우정,서울특별시,동작구,대방동,,1159010800,K-APT,2026-07-19T10:00:33+09:00,대방우정,서울특별시 동작구 대방동 505 대방우정,서울특별시 동작구 여의대방로62길 23,분양,개별난방,위탁관리,계단식,26306.0,20548.703,15500.22,2,206,78,128,0,0,1999-01-22,23,2,(주) 우정건설,(주) 태욱건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1999
A15676512,대방주공1단지,서울특별시,동작구,대방동,,1159010800,K-APT,2026-07-19T10:00:33+09:00,대방주공1단지,서울특별시 동작구 대방동 503 대방주공1단지,서울특별시 동작구 여의대방로44길 47,임대,중앙난방,위탁관리,복도식,45128.21,40794.03,28233.45,5,925,925,0,0,0,1993-04-18,15,0,"동양고속,신태진건설",LH,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1993
A15681108,대방주공2단지,서울특별시,동작구,대방동,,1159010800,K-APT,2026-07-19T10:00:33+09:00,대방주공2단지,서울특별시 동작구 대방동 503 대방주공2단지,서울특별시 동작구 여의대방로44길 47,분양,중앙난방,위탁관리,복도식,62382.75,62382.75,45292.77,10,798,798,0,0,0,1995-04-27,15,1,유원건설,대한주택공사,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1995
A15681106,대방현대1차,서울특별시,동작구,대방동,,1159010800,K-APT,2026-07-19T10:00:33+09:00,대방현대1차,서울특별시 동작구 대방동 502 대방현대1차,서울특별시 동작구 등용로 127,분양,개별난방,위탁관리,혼합식,60763.72,60763.72,41659.84,5,514,80,434,0,0,1994-08-20,23,3,현대건설(주),한일은행조합외5개 조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1994
A15602002,보라매코오롱하늘채,서울특별시,동작구,대방동,,1159010800,K-APT,2026-07-19T10:00:33+09:00,보라매코오롱하늘채,서울특별시 동작구 대방동 509 보라매코오롱하늘채,서울특별시 동작구 여의대방로24다길 40,분양,개별난방,위탁관리,계단식,27271.0,21286.0,16939.58,2,200,0,200,0,0,2005-09-16,19,1,코오롱건설,코오롱건설(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2005
A10024752,신한토탈아파트,서울특별시,동작구,대방동,,1159010800,K-APT,2026-07-19T10:00:33+09:00,신한토탈아파트,서울특별시 동작구 대방동 41 신한토탈아파트,서울특별시 동작구 등용로14길 34,분양,개별난방,위탁관리,복도식,15117.21,13335.0,9704.08,1,134,44,90,0,0,1997-11-17,18,1,(주) 신한건설,(주)신한건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1997
A15608002,동작금강KCC,서울특별시,동작구,동작동,,1159010600,K-APT,2026-07-19T10:00:33+09:00,동작금강KCC,서울특별시 동작구 동작동 331 동작금강KCC,서울특별시 동작구 동작대로39가길 55,분양,개별난방,위탁관리,계단식,38393.71,23894.93,23894.93,7,276,21,223,32,0,2003-10-30,23,1,주)KCC건설,태화연립조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2003
A10025175,신동아갯마을아파트,서울특별시,동작구,동작동,,1159010600,K-APT,2026-07-19T10:00:33+09:00,신동아갯마을아파트,서울특별시 동작구 동작동 329 신동아갯마을아파트,서울특별시 동작구 동작대로43길 36,,,기타,,0.0,0.0,3117.09,1,44,21,20,3,0,2001-07-04,1,0,,,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2001
A15608001,이수교스위첸,서울특별시,동작구,동작동,,1159010600,K-APT,2026-07-19T10:00:33+09:00,이수교스위첸,서울특별시 동작구 동작동 332 이수교스위첸,서울특별시 동작구 동작대로45길 22,분양,개별난방,위탁관리,계단식,32003.0,21820.54,17793.94,5,178,20,72,86,0,2006-03-30,15,2,케이씨씨건설,공작파크재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2006
A10023898,이수스위첸포레힐즈아파트,서울특별시,동작구,동작동,,1159010600,K-APT,2026-07-19T10:00:33+09:00,이수스위첸포레힐즈아파트,서울특별시 동작구 동작동 102 이수스위첸포레힐즈아파트,서울특별시 동작구 동작대로45길 10,분양,개별난방,위탁관리,계단식,55634.953,39297.49,28546.57,7,366,88,278,0,0,2022-02-28,15,2,KCC건설,KCC건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2022
A15608003,이수힐스테이트,서울특별시,동작구,동작동,,1159010600,K-APT,2026-07-19T10:00:33+09:00,이수힐스테이트,서울특별시 동작구 동작동 333 이수힐스테이트,서울특별시 동작구 동작대로39길 22,분양,개별난방,위탁관리,계단식,115589.0,80717.555,59856.36,15,680,171,303,173,33,2013-02-19,15,2,현대건설,정금마을재건축조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2013
A15606001,경동윈츠리버,서울특별시,동작구,본동,,1159010400,K-APT,2026-07-19T10:00:33+09:00,경동윈츠리버,서울특별시 동작구 본동 484 경동윈츠리버,서울특별시 동작구 노량진로32길 156,분양,개별난방,위탁관리,계단식,34886.02,24595.047,19985.68,6,272,142,78,52,0,2004-12-30,13,2,경동건설,경동건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2004
A10026873,극동강변아파트,서울특별시,동작구,본동,,1159010400,K-APT,2026-07-19T10:00:33+09:00,극동강변아파트,서울특별시 동작구 본동 148-2 극동강변아파트,서울특별시 동작구 매봉로 156,분양,개별난방,위탁관리,계단식,13816.95,10421.79,10421.79,1,123,0,123,0,0,1992-03-09,13,0,극동건설(주),흥국생명보험(주),True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1992
A15606007,래미안트윈파크,서울특별시,동작구,본동,,1159010400,K-APT,2026-07-19T10:00:33+09:00,래미안트윈파크,서울특별시 동작구 본동 494 래미안트윈파크,서울특별시 동작구 노량진로23가길 23,혼합,개별난방,위탁관리,계단식,80008.23,52125.79,40543.38,5,523,203,216,104,0,2011-11-04,29,3,삼성물산,본동5구역주택재개발정비사업조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2011
A15676702,본동SH-ville,서울특별시,동작구,본동,,1159010400,K-APT,2026-07-19T10:00:33+09:00,본동SH-ville,서울특별시 동작구 본동 490 본동SH-ville,서울특별시 동작구 노량진로22길 60,임대,개별난방,위탁관리,복도식,13308.0,7788.0,5320.48,1,176,176,0,0,0,2006-11-03,17,2,(주)C&우방,본동4구역재개발임대아파트건설공사,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2006
A15606003,본동삼성래미안아파트,서울특별시,동작구,본동,,1159010400,K-APT,2026-07-19T10:00:33+09:00,본동삼성래미안아파트,서울특별시 동작구 본동 492 본동삼성래미안아파트,서울특별시 동작구 매봉로 123,분양,개별난방,위탁관리,계단식,72488.83,50884.39,41034.9986,6,477,99,272,106,0,2004-10-21,18,2,삼성물산,본동제4구역재개발조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2004
A15606004,본동신동아,서울특별시,동작구,본동,,1159010400,K-APT,2026-07-19T10:00:33+09:00,본동신동아,서울특별시 동작구 본동 481 본동신동아,서울특별시 동작구 매봉로 134,분양,중앙난방,자치관리,혼합식,85044.0,81054.914,61394.91,9,765,273,228,264,0,1993-06-26,12,0,신동아,본동제1구역제2지구주택개량재개발조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1993
A15605102,본동한신휴플러스,서울특별시,동작구,본동,,1159010400,K-APT,2026-07-19T10:00:33+09:00,본동한신휴플러스,서울특별시 동작구 본동 487 본동한신휴플러스,서울특별시 동작구 매봉로 99,분양,개별난방,위탁관리,계단식,39507.0,22344.14,22344.14,4,247,31,144,72,0,2004-08-07,18,3,한신공영,본동제2구역 제3지구 주택재개발조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2004
A15606006,본동한신휴플러스제2,서울특별시,동작구,본동,,1159010400,K-APT,2026-07-19T10:00:33+09:00,본동한신휴플러스제2,서울특별시 동작구 본동 488 본동한신휴플러스제2,서울특별시 동작구 매봉로 99,임대,개별난방,위탁관리,혼합식,10438.46,10435.92,4356.34,1,134,134,0,0,0,2004-08-07,18,3,(주)한신,재개발,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2004
A15606002,유원강변,서울특별시,동작구,본동,,1159010400,K-APT,2026-07-19T10:00:33+09:00,유원강변,서울특별시 동작구 본동 482 유원강변,서울특별시 동작구 노량진로23가길 20,분양,개별난방,위탁관리,계단식,41807.8,32506.4,25532.62,5,306,44,236,26,0,2000-08-09,25,2,유원울트라,준용연립재건축조합외,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2000
A15606005,한강쌍용,서울특별시,동작구,본동,,1159010400,K-APT,2026-07-19T10:00:33+09:00,한강쌍용,서울특별시 동작구 본동 150 한강쌍용,서울특별시 동작구 노량진로24길 2,분양,개별난방,위탁관리,혼합식,23192.16,16420.37,12549.0,2,161,83,47,31,0,1999-04-30,17,2,쌍용건설(주),본동재개발조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,1999
A15677501,남성두산위브트레지움,서울특별시,동작구,사당동,,1159010700,K-APT,2026-07-19T10:00:33+09:00,남성두산위브트레지움,서울특별시 동작구 사당동 1131 남성두산위브트레지움,서울특별시 동작구 사당로13길 31,혼합,개별난방,위탁관리,계단식,76792.0,52230.64,39340.2583,4,451,91,256,104,0,2011-10-28,28,3,두산건설,영아아파트조합,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2011
A10024811,남해오네뜨아파트,서울특별시,동작구,사당동,,1159010700,K-APT,2026-07-19T10:00:33+09:00,남해오네뜨아파트,서울특별시 동작구 사당동 1143 남해오네뜨아파트,서울특별시 동작구 사당로2가길 173,분양,개별난방,위탁관리,혼합식,16925.967,12763.656,9821.645,1,131,60,57,14,0,2002-12-30,15,2,남해건설,남해건설,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2002
A10026299,래미안로이파크아파트,서울특별시,동작구,사당동,,1159010700,K-APT,2026-07-19T10:00:33+09:00,래미안로이파크아파트,서울특별시 동작구 사당동 1159 래미안로이파크아파트,서울특별시 동작구 사당로23길 112,혼합,개별난방,위탁관리,계단식,117327.85,68672.53,53752.64,6,668,158,486,24,0,2018-12-27,25,4,삼성물산(주),사당1 주택재건축정비사업,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2018
A10022230,르메이에르,서울특별시,동작구,사당동,,1159010700,K-APT,2026-07-19T10:00:33+09:00,르메이에르,서울특별시 동작구 사당동 1141- 르메이에르,서울특별시 동작구 사당로20길 119,분양,개별난방,위탁관리,혼합식,0.0,13441.38,10268.08,1,140,63,77,0,0,2001-12-07,0,2,르메이에르,르메이에르,True,K-APT_BASIC_V4,2026-07-20T08:41:57+09:00,2001
