apartment_id,apartment_name,cohort_role,search_month,month_start_date,year,month,cost_category,cost_category_name_ko,cost_amount_krw,collection_status,data_quality_status,is_observed,is_negative_amount,expected_component_count,observed_component_count,source_key_match,source_system,operation,collected_at_kst,household_count,management_area_m2,feature_usable,feature_reliable,per_household_available,per_m2_available,cost_per_household_krw,cost_per_management_m2_krw,source_quality_weight
A15784601,마곡현대아파트,TARGET,202602,2026-02-01,2026,2,cleaning,청소비,2975400.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpCleaningCostInfoV2,2026-07-20T09:11:07+09:00,202.0,20234.98,True,True,True,True,14729.70297029703,147.04239885584272,1.0
A15784601,마곡현대아파트,TARGET,202602,2026-02-01,2026,2,guard,경비비,9588960.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpGuardCostInfoV2,2026-07-20T09:11:08+09:00,202.0,20234.98,True,True,True,True,47470.09900990099,473.88037942216897,1.0
A15784601,마곡현대아파트,TARGET,202602,2026-02-01,2026,2,elevator,승강기유지비,462000.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpElevatorMntncCostInfoV2,2026-07-20T09:11:09+09:00,202.0,20234.98,True,True,True,True,2287.128712871287,22.831749771929598,1.0
A15784601,마곡현대아파트,TARGET,202602,2026-02-01,2026,2,repairs,수선비,661090.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpRepairsCostInfoV2,2026-07-20T09:11:11+09:00,202.0,20234.98,True,True,True,True,3272.7227722772277,32.670652503733635,1.0
A15784601,마곡현대아파트,TARGET,202602,2026-02-01,2026,2,facility,시설유지비,1057090.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpFacilityMntncCostInfoV2,2026-07-20T09:11:13+09:00,202.0,20234.98,True,True,True,True,5233.118811881188,52.24072373681615,1.0
A15784601,마곡현대아파트,TARGET,202603,2026-03-01,2026,3,labor,인건비,6763600.0,SUCCESS,OBSERVED,True,False,9,9,True,K-APT_COMMON_COST_V2,getHsmpLaborCostInfoV2,2026-07-20T09:11:15+09:00,202.0,20234.98,True,True,True,True,33483.16831683168,334.25286311130526,1.0
A15784601,마곡현대아파트,TARGET,202603,2026-03-01,2026,3,cleaning,청소비,2975400.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpCleaningCostInfoV2,2026-07-20T09:11:15+09:00,202.0,20234.98,True,True,True,True,14729.70297029703,147.04239885584272,1.0
A15784601,마곡현대아파트,TARGET,202603,2026-03-01,2026,3,guard,경비비,9588960.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpGuardCostInfoV2,2026-07-20T09:11:16+09:00,202.0,20234.98,True,True,True,True,47470.09900990099,473.88037942216897,1.0
A15784601,마곡현대아파트,TARGET,202603,2026-03-01,2026,3,elevator,승강기유지비,462000.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpElevatorMntncCostInfoV2,2026-07-20T09:11:17+09:00,202.0,20234.98,True,True,True,True,2287.128712871287,22.831749771929598,1.0
A15784601,마곡현대아파트,TARGET,202603,2026-03-01,2026,3,repairs,수선비,671090.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpRepairsCostInfoV2,2026-07-20T09:11:18+09:00,202.0,20234.98,True,True,True,True,3322.227722772277,33.16484622174077,1.0
A15784601,마곡현대아파트,TARGET,202603,2026-03-01,2026,3,facility,시설유지비,1057090.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpFacilityMntncCostInfoV2,2026-07-20T09:11:20+09:00,202.0,20234.98,True,True,True,True,5233.118811881188,52.24072373681615,1.0
A15784601,마곡현대아파트,TARGET,202604,2026-04-01,2026,4,labor,인건비,6763600.0,SUCCESS,OBSERVED,True,False,9,9,True,K-APT_COMMON_COST_V2,getHsmpLaborCostInfoV2,2026-07-20T09:11:21+09:00,202.0,20234.98,True,True,True,True,33483.16831683168,334.25286311130526,1.0
A15784601,마곡현대아파트,TARGET,202604,2026-04-01,2026,4,cleaning,청소비,2975400.0,SUCCESS,OBSERVED,True,False,1,1,True,K-APT_COMMON_COST_V2,getHsmpCleaningCostInfoV2,2026-07-20T09:11:21+09:00,202.0,20234.98,True,True,True,True,14729.70297029703,147.04239885584272,1.0
